index	token	frequency
13405	pad	1
13406	paeans	1
13407	page-turning	1
13408	pageant	1
13409	pageantry	1
13410	pageants	1
13411	pages	1
13412	pained	1
13413	painkillers	1
13414	painless	1
13415	pains	1
13416	painstaking	1
13417	painters	1
13418	pal	1
13419	palate	1
13420	palaver	1
13421	palestinians	1
13422	pallid	1
13423	palm	1
13424	paltrow	1
13425	pamela	1
13426	pan	1
13427	pan-american	1
13428	pandemonium	1
13429	pander	1
13430	pandora	1
13431	panorama	1
13432	pantomimesque	1
13433	papa	1
13434	paperbacks	1
13435	parables	1
13436	parachutes	1
13437	paradigm	1
13438	paralyzed	1
13439	paramount	1
13440	paranormal	1
13441	paraphrase	1
13442	parapsychological	1
13443	pardon	1
13444	pared	1
13445	parlance	1
13446	parlor	1
13447	parmentier	1
13448	parodied	1
13449	parris	1
13450	parrot	1
13451	parrots	1
13452	parsec	1
13453	parsing	1
13454	participant	1
13455	participate	1
13456	participation	1
13457	parties	1
13458	parting	1
13459	partisans	1
13460	partnership	1
13461	parton	1
13462	party-hearty	1
13463	pasach	1
13464	pascale	1
13465	pasolini	1
13466	passage	1
13467	passe	1
13468	passer	1
13469	passionately	1
13470	passive	1
13471	passive-aggressive	1
13472	pasta-fagioli	1
13473	paste	1
13474	pastel	1
13475	pasts	1
13476	pasty	1
13477	patched	1
13478	patchwork	1
13479	patchy	1
13480	patent	1
13481	pathological	1
13482	pathos-filled	1
13483	paths	1
13484	patiently	1
13485	patriarchal	1
13486	patric	1
13487	patricio	1
13488	patriot	1
13489	patriotic	1
13490	patrolman	1
13491	patrolmen	1
13492	patronising	1
13493	patting	1
13494	paula	1
13495	paunchy	1
13496	paved	1
13497	pawn	1
13498	paws	1
13499	pax	1
13500	pay-off	1
13501	paycheck	1
13502	paymer	1
13503	payoffs	1
13504	pb	1
13505	pc	1
13506	peaked	1
13507	peaks	1
13508	peanut	1
13509	pearce	1
13510	pearls	1
13511	peas	1
13512	peculiarly	1
13513	pedro	1
13514	pee	1
13515	pee-related	1
13516	peekaboo	1
13517	peels	1
13518	peep	1
13519	peerlessly	1
13520	peevish	1
13521	pegged	1
13522	pell-mell	1
13523	pelosi	1
13524	pen	1
13525	penalty	1
13526	pencil	1
13527	pender	1
13528	penned	1
13529	penotti	1
13530	pent	1
13531	peopled	1
13532	pep	1
13533	pepper	1
13534	percentages	1
13535	perception	1
13536	perceptions	1
13537	perceptiveness	1
13538	perch	1
13539	percolating	1
13540	percussion	1
13541	perennial	1
13542	perfected	1
13543	perfervid	1
13544	performs	1
13545	peril	1
13546	perilously	1
13547	period-perfect	1
13548	period-piece	1
13549	periods	1
13550	perkiness	1
13551	permission	1
13552	permitting	1
13553	peroxide	1
13554	perpetrating	1
13555	perpetually	1
13556	perplexing	1
13557	perry	1
13558	persecuted	1
13559	perseverance	1
13560	persistence	1
13561	persistent	1
13562	persnickety	1
13563	personable	1
13564	personas	1
13565	personified	1
13566	personnel	1
13567	perspectives	1
13568	perspicacious	1
13569	persuades	1
13570	perversely	1
13571	pessimism	1
13572	pessimists	1
13573	pet	1
13574	petite	1
13575	petri	1
13576	petrovich	1
13577	petter	1
13578	petty	1
13579	phantasms	1
13580	phantom	1
13581	phenomena	1
13582	phenomenon	1
13583	philosophers	1
13584	philosophically	1
13585	phlegmatic	1
13586	phocion	1
13587	phonce	1
13588	phoned-in	1
13589	phoney-feeling	1
13590	phonograph	1
13591	photographic	1
13592	photographs	1
13593	physician	1
13594	physics	1
13595	picaresque	1
13596	picpus	1
13597	pics	1
13598	pie-like	1
13599	piecing	1
13600	pierce	1
13601	piercingly	1
13602	pies	1
13603	pig	1
13604	pile-ups	1
13605	piles	1
13606	pillages	1
13607	pillowcases	1
13608	pimental	1
13609	pimps	1
13610	pin	1
13611	pin-like	1
13612	pinheads	1
13613	pinks	1
13614	pinned	1
13615	pint-sized	1
13616	pious	1
13617	pipeline	1
13618	piquant	1
13619	pique	1
13620	piscopo	1
13621	piss	1
13622	pissed	1
13623	pithy	1
13624	pitted	1
13625	pivotal	1
13626	pixar	1
13627	pixilated	1
13628	pizazz	1
13629	pizza	1
13630	plague	1
13631	plagued	1
13632	plaguing	1
13633	plainness	1
13634	plaintiveness	1
13635	planned	1
13636	plans	1
13637	plant	1
13638	plants	1
13639	plasma	1
13640	plastered	1
13641	plastic	1
13642	plateau	1
13643	plates	1
13644	platinum-blonde	1
13645	platitudes	1
13646	plato	1
13647	plausible	1
13648	play-doh	1
13649	playbook	1
13650	playboy	1
13651	played-out	1
13652	playfully	1
13653	playfulness	1
13654	playlist	1
13655	playoff	1
13656	playstation	1
13657	playwriting	1
13658	plea	1
13659	pleas	1
13660	pleasuring	1
13661	pledge	1
13662	plex	1
13663	plimpton	1
13664	plot-lines	1
13665	ploughing	1
13666	plucks	1
13667	plucky	1
13668	plug	1
13669	plumbed	1
13670	plumbing	1
13671	plunge	1
13672	plunges	1
13673	plunging	1
13674	plutonium	1
13675	pocket	1
13676	poetically	1
13677	poetics	1
13678	pogue	1
13679	point-and-shoot	1
13680	point-to-point	1
13681	pointedly	1
13682	pointing	1
13683	poise	1
13684	poised	1
13685	poke-mania	1
13686	pokepie	1
13687	pokey	1
13688	poking	1
13689	poky	1
13690	pokémon	1
13691	polemic	1
13692	police-oriented	1
13693	police-procedural	1
13694	polite	1
13695	politesse	1
13696	pollak	1
13697	pollute	1
13698	pollyana	1
13699	polson	1
13700	pond	1
13701	pondering	1
13702	pony	1
13703	poo	1
13704	poo-poo	1
13705	poof	1
13706	pooper-scoopers	1
13707	poor-me	1
13708	poorly-constructed	1
13709	pop-culture	1
13710	pop-cyber	1
13711	pop-induced	1
13712	pop-influenced	1
13713	pop-music	1
13714	pop-up	1
13715	popped	1
13716	popping	1
13717	populace	1
13718	populates	1
13719	populating	1
13720	populist	1
13721	por	1
13722	porcelain	1
13723	porky	1
13724	porno	1
13725	pornographic	1
13726	pornography	1
13727	porous	1
13728	portent	1
13729	porthole	1
13730	portraits	1
13731	portraiture	1
13732	portrayals	1
13733	portugal	1
13734	pose	1
13735	posey	1
13736	position	1
13737	positives	1
13738	posits	1
13739	possessed	1
13740	post-adolescent	1
13741	post-camp	1
13742	post-modern	1
13743	post-september	1
13744	post-tarantino	1
13745	post-war	1
13746	postapocalyptic	1
13747	poster-boy	1
13748	posterity	1
13749	posthumously	1
13750	pot	1
13751	potato	1
13752	potemkin	1
13753	potty-mouthed	1
13754	pour	1
13755	pours	1
13756	pouty-lipped	1
13757	powder	1
13758	power-lunchers	1
13759	powered	1
13760	powerhouse	1
13761	powerment	1
13762	practical	1
13763	practiced	1
13764	practices	1
13765	practitioners	1
13766	praiseworthy	1
13767	prank	1
13768	pranks	1
13769	pranksters	1
13770	prayer	1
13771	praying	1
13772	pre	1
13773	pre-9	1
13774	pre-credit	1
13775	pre-teen	1
13776	pre-wwii	1
13777	preach	1
13778	preaches	1
13779	preachy-keen	1
13780	precedent	1
13781	prechewed	1
13782	preciousness	1
13783	preciseness	1
13784	predators	1
13785	prefabricated	1
13786	prefeminist	1
13787	preferable	1
13788	preferably	1
13789	preferring	1
13790	pregnancy	1
13791	prehistoric	1
13792	prejudices	1
13793	preliminary	1
13794	prelude	1
13795	preoccupations	1
13796	prepackaged	1
13797	prepared	1
13798	preposterously	1
13799	preposterousness	1
13800	prescient	1
13801	prescribed	1
13802	prescription	1
13803	preserves	1
13804	preserving	1
13805	presiding	1
13806	presses	1
13807	presson	1
13808	pressure	1
13809	presume	1
13810	presumes	1
13811	pretence	1
13812	pretended	1
13813	pretention	1
13814	pretentiousness	1
13815	prettiest	1
13816	prevail	1
13817	prevalence	1
13818	prevalent	1
13819	prevention	1
13820	previously	1
13821	prickly	1
13822	priggish	1
13823	prima	1
13824	primer	1
13825	princesses	1
13826	principle	1
13827	principled	1
13828	principles	1
13829	print	1
13830	printed	1
13831	prints	1
13832	prior	1
13833	prisoner	1
13834	prisoners	1
13835	prissy	1
13836	privates	1
13837	privy	1
13838	pro-serb	1
13839	pro-serbian	1
13840	pro-wildlife	1
13841	probation	1
13842	procedural	1
13843	proceed	1
13844	proclaim	1
13845	prod	1
13846	produces	1
13847	products	1
13848	profanities	1
13849	professor	1
13850	professors	1
13851	proficiency	1
13852	proficiently	1
13853	profiling	1
13854	profits	1
13855	profundities	1
13856	profundity	1
13857	prognosis	1
13858	progressed	1
13859	progresses	1
13860	progressive	1
13861	projectile	1
13862	projection	1
13863	projector	1
13864	prolific	1
13865	prologue	1
13866	prom	1
13867	promenade	1
13868	prominence	1
13869	prominent	1
13870	prominently	1
13871	promotes	1
13872	promotion	1
13873	prone	1
13874	pronounced	1
13875	propelled	1
13876	propels	1
13877	propensity	1
13878	properties	1
13879	prophet	1
13880	proposes	1
13881	propriety-obsessed	1
13882	propulsive	1
13883	pros	1
13884	prosaic	1
13885	prostitute	1
13886	prostituted	1
13887	protecting	1
13888	protective	1
13889	protestors	1
13890	protracted	1
13891	proverbial	1
13892	province	1
13893	provincial	1
13894	provocateur	1
13895	provocations	1
13896	provoked	1
13897	provokes	1
13898	prowess	1
13899	prozac	1
13900	pryce	1
13901	pseudo-bio	1
13902	pseudo-educational	1
13903	pseudo-intellectual	1
13904	pseudo-philosophic	1
13905	pseudo-rock-video	1
13906	pseudo-serious	1
13907	pseudo-witty	1
13908	psychedelia	1
13909	psychiatrist	1
13910	psychodramatics	1
13911	psychologizing	1
13912	psychotic	1
13913	pub	1
13914	pubescent	1
13915	publicist	1
13916	publicists	1
13917	publicity	1
13918	published	1
13919	puddle	1
13920	pug	1
13921	pulpiness	1
13922	pulsating	1
13923	pummel	1
13924	pump	1
13925	punch-and-judy	1
13926	punched	1
13927	punchier	1
13928	punchline	1
13929	punchlines	1
13930	punctuation	1
13931	punishable	1
13932	punitive	1
13933	punitively	1
13934	punny	1
13935	puns	1
13936	pupils	1
13937	puportedly	1
13938	puppets	1
13939	puppies	1
13940	puppy	1
13941	purdy	1
13942	purer	1
13943	purgatory	1
13944	purge	1
13945	puritanical	1
13946	purposeful	1
13947	purr	1
13948	pursue	1
13949	pursued	1
13950	pursuers	1
13951	puréed	1
13952	pushiness	1
13953	putters	1
13954	puzzled	1
13955	puzzles	1
13956	pyro-correctly	1
13957	pyschological	1
13958	python	1
13959	pythonesque	1
13960	père-fils	1
13961	q.	1
13962	qatsi	1
13963	quadrangle	1
13964	quaking	1
13965	qual	1
13966	quandaries	1
13967	quashed	1
13968	quasi-documentary	1
13969	quasi-improvised	1
13970	quasi-shakespearean	1
13971	queasy-stomached	1
13972	quelle	1
13973	quibble	1
13974	quibbles	1
13975	quick-buck	1
13976	quick-cut	1
13977	quick-cuts	1
13978	quick-witted	1
13979	quicksand	1
13980	quietude	1
13981	quinn	1
13982	quintessential	1
13983	quintessentially	1
13984	quintet	1
13985	quirkily	1
13986	quit	1
13987	quivering	1
13988	quixotic	1
13989	quota	1
13990	quotations	1
13991	qutting	1
13992	r&b	1
13993	r&d	1
13994	r-rated	1
13995	raccoons	1
13996	rackets	1
13997	racy	1
13998	radiates	1
13999	radio	1
14000	radioactive	1
14001	rae	1
14002	rafael	1
14003	raffish	1
14004	rag-tag	1
14005	ragbag	1
14006	rail	1
14007	rails	1
14008	raimondi	1
14009	rainbow	1
14010	rainbows	1
14011	raindrop	1
14012	rainy	1
14013	raising	1
14014	raison	1
14015	rake	1
14016	ramble	1
14017	rambles	1
14018	ramblings	1
14019	rambo	1
14020	ramifications	1
14021	rampantly	1
14022	ran	1
14023	rancid	1
14024	rancorous	1
14025	randolph	1
14026	ransacked	1
14027	ransacks	1
14028	ransom	1
14029	rant	1
14030	rape-payback	1
14031	rapes	1
14032	raphael	1
14033	rapid	1
14034	rapids	1
14035	rapport	1
14036	raptures	1
14037	rapturous	1
14038	rarest	1
14039	rash	1
14040	rashomon-for-dipsticks	1
14041	rat	1
14042	rat-a-tat	1
14043	ratchets	1
14044	rated	1
14045	rates	1
14046	ratio	1
14047	rats	1
14048	raucously	1
14049	raunch-fests	1
14050	ravaging	1
14051	ravel	1
14052	raving	1
14053	raw-nerved	1
14054	rawness	1
14055	razor-sided	1
14056	razzie	1
14057	re	1
14058	re-assess	1
14059	re-create	1
14060	re-creation	1
14061	re-creations	1
14062	re-fried	1
14063	re-hash	1
14064	re-imagining	1
14065	re-invents	1
14066	re-release	1
14067	re-voiced	1
14068	re-working	1
14069	rea	1
14070	react	1
14071	reacting	1
14072	reactive	1
14073	reader	1
14074	readings	1
14075	ready-made	1
14076	reaffirming	1
14077	reaffirms	1
14078	reagan	1
14079	reality-snubbing	1
14080	reams	1
14081	reap	1
14082	reassembled	1
14083	reassure	1
14084	reassures	1
14085	reassuringly	1
14086	rebellious	1
14087	recalling	1
14088	recapitulation	1
14089	receding	1
14090	receives	1
14091	reception	1
14092	recesses	1
14093	recessive	1
14094	recharged	1
14095	reckless	1
14096	reclaiming	1
14097	recognise	1
14098	recognition	1
14099	recognizably	1
14100	recognized	1
14101	recognizes	1
14102	recoing	1
14103	recommending	1
14104	recompense	1
14105	reconceptualize	1
14106	reconciled	1
14107	reconciliation	1
14108	recorded	1
14109	recovered	1
14110	recovering	1
14111	recovers	1
14112	recreated	1
14113	recreation	1
14114	recreational	1
14115	recruiting	1
14116	recyclable	1
14117	redeem	1
14118	redeemable	1
14119	redeemed	1
14120	redefinition	1
14121	redemptive	1
14122	redgrave	1
14123	rediscover	1
14124	rediscovering	1
14125	rediscovers	1
14126	redneck-versus-blueblood	1
14127	redolent	1
14128	reducing	1
14129	reductions	1
14130	redundancies	1
14131	redux	1
14132	reeboir	1
14133	reedy	1
14134	reef	1
14135	reek	1
14136	reeked	1
14137	reeking	1
14138	reel\/real	1
14139	reenacting	1
14140	reenactment	1
14141	reese	1
14142	reeses	1
14143	reference	1
14144	referential	1
14145	refers	1
14146	reflected	1
14147	reflections	1
14148	refracting	1
14149	refresh	1
14150	refreshes	1
14151	refugee	1
14152	refused	1
14153	refusing	1
14154	regeneration	1
14155	regimen	1
14156	regimented	1
14157	reginald	1
14158	register	1
14159	registering	1
14160	regrets	1
14161	regular	1
14162	regurgitates	1
14163	rehearsals	1
14164	reid	1
14165	reigen	1
14166	reigns	1
14167	rein	1
14168	reincarnation	1
14169	reiner	1
14170	reinforcement	1
14171	reinvention	1
14172	reinvigorated	1
14173	rejection	1
14174	rejects	1
14175	rejigger	1
14176	rejiggering	1
14177	rekindle	1
14178	rekindles	1
14179	relayed	1
14180	relays	1
14181	releases	1
14182	relied	1
14183	relieved	1
14184	religions	1
14185	relish	1
14186	relocated	1
14187	remade	1
14188	remain-nameless	1
14189	remained	1
14190	remarks	1
14191	rembrandt	1
14192	reminders	1
14193	reminiscence	1
14194	remorse	1
14195	remove	1
14196	renaissance	1
14197	render	1
14198	renders	1
14199	renegade-cop	1
14200	renewal	1
14201	renting	1
14202	reopens	1
14203	reparations	1
14204	repeating	1
14205	repellantly	1
14206	repelled	1
14207	repetitious	1
14208	repetitively	1
14209	replace	1
14210	reported	1
14211	reportedly	1
14212	reporters	1
14213	reporting	1
14214	reports	1
14215	reprehensible	1
14216	represent	1
14217	representation	1
14218	representing	1
14219	reprieve	1
14220	reproduce	1
14221	reptilian	1
14222	republic	1
14223	repugnance	1
14224	repugnant	1
14225	repulse	1
14226	reputedly	1
14227	requiem	1
14228	requirement	1
14229	requiring	1
14230	resentful	1
14231	resents	1
14232	reshaping	1
14233	reside	1
14234	residences	1
14235	residents	1
14236	resides	1
14237	resists	1
14238	resolved	1
14239	resonances	1
14240	resoundingly	1
14241	respectably	1
14242	respecting	1
14243	respective	1
14244	respectively	1
14245	respects	1
14246	respites	1
14247	response	1
14248	responses	1
14249	responsibilities	1
14250	restage	1
14251	restate	1
14252	restatement	1
14253	restless	1
14254	restore	1
14255	restored	1
14256	restoring	1
14257	restrictive	1
14258	resulted	1
14259	resume	1
14260	resumes	1
14261	resurrect	1
14262	resurrecting	1
14263	resuscitate	1
14264	retail	1
14265	retaining	1
14266	retaliatory	1
14267	retard	1
14268	rethink	1
14269	retina	1
14270	retiring	1
14271	retitle	1
14272	retold	1
14273	retreat	1
14274	retreats	1
14275	retrieve	1
14276	retro-refitting	1
14277	retrograde	1
14278	retrospective	1
14279	retrospectively	1
14280	returned	1
14281	reunions	1
14282	revelled	1
14283	revenge-of-the-nerds	1
14284	reverberates	1
14285	reverie	1
14286	reversal	1
14287	reverse	1
14288	reviewed	1
14289	reviewers	1
14290	revigorates	1
14291	revision	1
14292	revisionism	1
14293	revisited	1
14294	revisiting	1
14295	revitalize	1
14296	revived	1
14297	revives	1
14298	revolting	1
14299	revolutionaries	1
14300	reward	1
14301	reworked	1
14302	reworks	1
14303	rewrite	1
14304	rez	1
14305	rhames	1
14306	rhapsodic	1
14307	rhapsodize	1
14308	rhapsodizes	1
14309	rhino	1
14310	ribcage	1
14311	ribisi	1
14312	rick	1
14313	ricocheting	1
14314	ricochets	1
14315	ricture	1
14316	riddle	1
14317	riddled	1
14318	riddles	1
14319	rider	1
14320	ridiculously	1
14321	riding	1
14322	ridley	1
14323	rigged	1
14324	right-hand	1
14325	righteousness	1
14326	rightly	1
14327	rigidly	1
14328	rigors	1
14329	riled	1
14330	ringside	1
14331	rintarô	1
14332	rinzler	1
14333	riot-control	1
14334	rip-roaring	1
14335	ripening	1
14336	ripoff	1
14337	ripper	1
14338	rise-and-fall	1
14339	rite	1
14340	ritter	1
14341	ritual	1
14342	rivals	1
14343	riviera	1
14344	roach	1
14345	road-and-buddy	1
14346	roads	1
14347	roars	1
14348	robbed	1
14349	robberies	1
14350	robotic	1
14351	robotically	1
14352	robots	1
14353	robustness	1
14354	rocawear	1
14355	rock-n-rolling	1
14356	rockumentary	1
14357	rocky-like	1
14358	rodan	1
14359	rode	1
14360	rogers	1
14361	rogue	1
14362	rohypnol	1
14363	roland	1
14364	rolled	1
14365	roller	1
14366	roller-coaster	1
14367	rollerblades	1
14368	rom	1
14369	rom-com	1
14370	romance-novel	1
14371	romanced	1
14372	romancer	1
14373	romantic-comedy	1
14374	romantic\/comedy	1
14375	romanticism	1
14376	romanticization	1
14377	romanticized	1
14378	romantics	1
14379	romeo	1
14380	romero	1
14381	romething	1
14382	romoli	1
14383	romped	1
14384	rope	1
14385	ropes	1
14386	rorschach	1
14387	rosa	1
14388	rosario	1
14389	rose-tinted	1
14390	rosemary	1
14391	rosenthal	1
14392	roses	1
14393	roster	1
14394	rot	1
14395	rothman	1
14396	rotoscope	1
14397	rotting	1
14398	rough-around-the-edges	1
14399	rough-hewn	1
14400	rough-trade	1
14401	roughage	1
14402	roughly	1
14403	rounded	1
14404	roundelay	1
14405	rouses	1
14406	roussillon	1
14407	routes	1
14408	routinely	1
14409	rover	1
14410	roy	1
14411	royally	1
14412	royals	1
14413	rubber-face	1
14414	rubbish	1
14415	rubenesque	1
14416	rubin	1
14417	rudd	1
14418	rudimentary	1
14419	rudy	1
14420	ruffle	1
14421	ruh-roh	1
14422	ruin	1
14423	ruinous	1
14424	rumblings	1
14425	ruminations	1
14426	run-of-the-filth	1
14427	run-on	1
14428	runaway	1
14429	runyon	1
14430	rural	1
14431	ruse	1
14432	rusi	1
14433	russians	1
14434	russo	1
14435	rusted-out	1
14436	ruthlessly	1
14437	ryder	1
14438	rye	1
14439	rymer	1
14440	ryoko	1
14441	ryosuke	1
14442	résumé	1
14443	s&m	1
14444	s.	1
14445	s.c.	1
14446	s1m0ne	1
14447	s\/m	1
14448	sa	1
14449	sabara	1
14450	sabotage	1
14451	sacre	1
14452	saddam	1
14453	saddens	1
14454	saddest	1
14455	saddle	1
14456	sadists	1
14457	saeko	1
14458	safely	1
14459	sags	1
14460	sailor	1
14461	salacious	1
14462	salaciously	1
14463	salaries	1
14464	sale	1
14465	sales	1
14466	salient	1
14467	sally	1
14468	salt-of-the-earth	1
14469	salvage	1
14470	salvaged	1
14471	salvation	1
14472	salvos	1
14473	same-sex	1
14474	sameness	1
14475	samira	1
14476	sampi	1
14477	sample	1
14478	samurai	1
14479	sanctimoniousness	1
14480	sandbox	1
14481	sandeman	1
14482	sanders	1
14483	sandlerian	1
14484	sands	1
14485	sandwich	1
14486	sanitised	1
14487	sanity	1
14488	sappiness	1
14489	saps	1
14490	sascha	1
14491	sat	1
14492	satan	1
14493	satisfaction	1
14494	satisfactorily	1
14495	satyr	1
14496	sausage	1
14497	savaged	1
14498	savagely	1
14499	savoca	1
14500	savory	1
14501	sc2	1
14502	scalds	1
14503	scam	1
14504	scan	1
14505	scandal	1
14506	scandalous	1
14507	scandals	1
14508	scant	1
14509	scar	1
14510	scarf	1
14511	scarface	1
14512	scarily	1
14513	scarpia	1
14514	scary-funny	1
14515	scathingly	1
14516	scattershot	1
14517	scenarios	1
14518	scene-chewing	1
14519	scented	1
14520	schaefer	1
14521	schedule	1
14522	schematic	1
14523	scheming	1
14524	schiffer	1
14525	schizo	1
14526	schlock	1
14527	schmucks	1
14528	schneidermeister	1
14529	schnieder	1
14530	school-age	1
14531	schoolboy	1
14532	schoolers	1
14533	schoolgirl	1
14534	schtick	1
14535	schticky	1
14536	schultz	1
14537	schweig	1
14538	schwentke	1
14539	schütte	1
14540	sci	1
14541	scientists	1
14542	scintillating	1
14543	scoob	1
14544	scooped	1
14545	scooping	1
14546	scorcese	1
14547	scorcher	1
14548	scorchingly	1
14549	scored	1
14550	scoring	1
14551	scotches	1
14552	scouse	1
14553	scrap	1
14554	scrape	1
14555	scratches	1
14556	scrawled	1
14557	screeching-metal	1
14558	screed	1
14559	screenful	1
14560	screwed	1
14561	screwing	1
14562	screwy	1
14563	scripters	1
14564	scrutinize	1
14565	scum	1
14566	scummy	1
14567	scuttled	1
14568	scuzzy	1
14569	seamless	1
14570	seamstress	1
14571	seamy	1
14572	seaside	1
14573	seated	1
14574	seater	1
14575	seattle	1
14576	second-guess	1
14577	second-rate	1
14578	secretions	1
14579	secretly	1
14580	secular	1
14581	sedate	1
14582	seduced	1
14583	seduces	1
14584	seductively	1
14585	seductiveness	1
14586	seeds	1
14587	seedy	1
14588	seeping	1
14589	seesawed	1
14590	segal	1
14591	seigner	1
14592	seizing	1
14593	seizures	1
14594	selby	1
14595	seldhal	1
14596	seldom	1
14597	selecting	1
14598	self-absorbed	1
14599	self-absorption	1
14600	self-aggrandizing	1
14601	self-amused	1
14602	self-assured	1
14603	self-caricature	1
14604	self-centered	1
14605	self-congratulatory	1
14606	self-control	1
14607	self-critical	1
14608	self-defeatingly	1
14609	self-delusion	1
14610	self-destructiveness	1
14611	self-determination	1
14612	self-empowering	1
14613	self-examination	1
14614	self-exploitation	1
14615	self-expression	1
14616	self-flagellation	1
14617	self-glorified	1
14618	self-hating	1
14619	self-help	1
14620	self-image	1
14621	self-importance	1
14622	self-inflicted	1
14623	self-knowledge	1
14624	self-mocking	1
14625	self-mutilating	1
14626	self-mutilation	1
14627	self-pitying	1
14628	self-possessed	1
14629	self-promoter	1
14630	self-promotion	1
14631	self-referential	1
14632	self-reflexive	1
14633	self-revealing	1
14634	self-righteous	1
14635	self-righteousness	1
14636	self-sacrifice	1
14637	self-satisfaction	1
14638	self-serious	1
14639	self-styled	1
14640	sellers	1
14641	selling	1
14642	selves	1
14643	semen	1
14644	semi	1
14645	semi-amusing	1
14646	semi-autobiographical	1
14647	semi-stable	1
14648	semi-surrealist	1
14649	semi-throwback	1
14650	semimusical	1
14651	send-up	1
14652	sendak	1
14653	senegalese	1
14654	sensationalize	1
14655	sense-of-humour	1
14656	sense-spinning	1
14657	senseless	1
14658	sensitively	1
14659	sensitivities	1
14660	sentimentalist	1
14661	sentimentalized	1
14662	separates	1
14663	sepia-tinted	1
14664	sept.	1
14665	september	1
14666	septic	1
14667	septuagenarian	1
14668	sequel-for-the-sake	1
14669	sequins	1
14670	serbs	1
14671	serendipity	1
14672	serene	1
14673	serenely	1
14674	sergio	1
14675	serials	1
14676	seriocomic	1
14677	sermonize	1
14678	serpent	1
14679	serry	1
14680	servicable	1
14681	serviceability	1
14682	servitude	1
14683	session	1
14684	seth	1
14685	setpiece	1
14686	settings	1
14687	seventeen	1
14688	seventy-minute	1
14689	sewage	1
14690	sewer	1
14691	sewing	1
14692	sex-in-the-city	1
14693	sexes	1
14694	sexiness	1
14695	sexploitation	1
14696	sexpot	1
14697	sha-na-na	1
14698	shackles	1
14699	shag	1
14700	shakesperean	1
14701	shaky	1
14702	shallower	1
14703	shallows	1
14704	shambles	1
14705	shameful	1
14706	shamefully	1
14707	shankman	1
14708	shapable	1
14709	shape-shifting	1
14710	shapely	1
14711	shapes	1
14712	shaping	1
14713	shapiro	1
14714	shares	1
14715	sharks	1
14716	sharpener	1
14717	sharpie	1
14718	sharply	1
14719	shave	1
14720	shaw	1
14721	shawn	1
14722	she-cute	1
14723	shear	1
14724	shedding	1
14725	shellshock	1
14726	shelves	1
14727	shifted	1
14728	shifts	1
14729	shifty	1
14730	shimizu	1
14731	shimmeringly	1
14732	shimmers	1
14733	shindler	1
14734	shiny	1
14735	shipping	1
14736	shirley	1
14737	shirt	1
14738	shiver	1
14739	shiver-inducing	1
14740	shivers	1
14741	shlockmeister	1
14742	shmear	1
14743	shock-you-into-laughter	1
14744	shockers	1
14745	shockwaves	1
14746	shoe	1
14747	shoe-loving	1
14748	shoes	1
14749	shoestring	1
14750	shohei	1
14751	shoot-em-up	1
14752	shoot-em-ups	1
14753	shoot-out	1
14754	shoot-outs	1
14755	shootout	1
14756	shootouts	1
14757	shoplifts	1
14758	shores	1
14759	short-story	1
14760	shortage	1
14761	shortest	1
14762	shortness	1
14763	shorty	1
14764	shoulder	1
14765	shouting	1
14766	shouts	1
14767	shovel	1
14768	shoving	1
14769	show-biz	1
14770	show-don	1
14771	show-stoppingly	1
14772	showboating	1
14773	showers	1
14774	showy	1
14775	shrapnel	1
14776	shreds	1
14777	shrewdly	1
14778	shriek	1
14779	shrieky	1
14780	shriveled	1
14781	shrug	1
14782	shu	1
14783	shuck-and-jive	1
14784	shudder	1
14785	shum	1
14786	shunji	1
14787	si	1
14788	sia	1
14789	siblings	1
14790	sica	1
14791	side-by-side	1
14792	sidekicks	1
14793	sideshow	1
14794	sidesteps	1
14795	sidewalks	1
14796	sidey	1
14797	sieve	1
14798	signature	1
14799	signing	1
14800	silbersteins	1
14801	silences	1
14802	silent-movie	1
14803	sillified	1
14804	silly-looking	1
14805	silver-haired	1
14806	simmer	1
14807	simmering	1
14808	simpering	1
14809	simpler	1
14810	simplify	1
14811	simulate	1
14812	simulation	1
14813	sincerely	1
14814	singer-turned	1
14815	singer\/composer	1
14816	singers	1
14817	singh	1
14818	single-handed	1
14819	single-handedly	1
14820	single-minded	1
14821	singular	1
14822	sinise	1
14823	sinuously	1
14824	sip	1
14825	siren	1
14826	sirk	1
14827	sissako	1
14828	sisterly	1
14829	sitcom-worthy	1
14830	sitcomishly	1
14831	situates	1
14832	siuation	1
14833	six-time	1
14834	sixth-grade	1
14835	sixties	1
14836	sixties-style	1
14837	skateboarder	1
14838	skateboarding	1
14839	skateboards	1
14840	skeeved	1
14841	skeleton	1
14842	skeletons	1
14843	skeptics	1
14844	sketched	1
14845	sketches	1
14846	sketchiest	1
14847	skewering	1
14848	skid-row	1
14849	skidding	1
14850	skilfully	1
14851	skilled	1
14852	skimpy	1
14853	skin-deep	1
14854	skippable	1
14855	skipped	1
14856	skipping	1
14857	skirmishes	1
14858	skirts	1
14859	skit-com	1
14860	skittish	1
14861	skullduggery	1
14862	skulls	1
14863	skunk	1
14864	sky	1
14865	skyscraper	1
14866	skyscraper-trapeze	1
14867	slain	1
14868	slaloming	1
14869	slam-dunk	1
14870	slanted	1
14871	slapped	1
14872	slaps	1
14873	slash-fest	1
14874	slasher-movie	1
14875	slather	1
14876	slave	1
14877	slavery	1
14878	slc	1
14879	sleaze	1
